client_ip,server_ip,authentication_errors,created_at,user_acct,conn_port,l4_protocol,data_len,asset_tag
3.225.232.52,10.50.2.235,0,2026-08-13T10:07:29.948317,l.nguyen,80,tcp,2349,host-5720
90.115.63.13,10.50.5.80,0,2026-08-10T10:58:28.080702,jsmith,22,tcp,1565,host-8680
114.212.60.136,10.50.4.143,1,2026-08-08T08:29:36.341092,user2483,22,tcp,108,host-5031
3.123.37.244,10.50.1.170,0,2026-08-09T16:11:59.764905,rpatel,3389,tcp,3939,host-2861
117.171.90.12,10.50.2.221,0,2026-08-12T13:14:28.022068,amartin,80,tcp,2431,host-6467
41.105.218.211,10.50.2.84,0,2026-08-08T13:29:35.224099,,43077,tcp,59,host-8791
81.109.51.57,10.50.3.15,0,2026-08-09T13:47:18.060223,amartin,80,tcp,506,host-9184
117.108.42.189,10.50.0.132,1,2026-08-10T17:59:57.001124,jsmith,22,tcp,3759,host-2446
114.239.49.189,10.50.0.168,0,2026-08-08T12:03:06.502897,,15300,udp,40,host-5396
114.212.60.136,10.50.4.33,1,2026-08-08T08:29:41.613879,user9651,22,tcp,232,host-9957
203.107.18.48,10.50.2.105,0,2026-08-14T14:43:23.083391,t.muller,3389,tcp,2371,host-8172
80.237.13.41,10.50.2.248,0,2026-08-11T15:58:32.018343,wchen,80,tcp,450,host-3065
80.248.172.0,10.50.4.57,0,2026-08-13T14:18:58.733867,k.oconnor,80,tcp,967,host-8130
142.29.165.150,10.50.1.147,1,2026-08-13T17:56:14.065623,l.nguyen,3389,tcp,949,host-4947
81.42.109.62,10.50.3.91,0,2026-08-08T18:31:58.170187,dsingh,22,tcp,957,host-4911
121.149.131.127,10.50.2.163,1,2026-08-08T05:55:22.373718,user2833,22,tcp,186,host-5749
121.149.131.127,10.50.5.219,1,2026-08-08T05:55:17.181952,user3561,22,tcp,95,host-1324
41.105.218.211,10.50.2.84,0,2026-08-08T13:29:57.468685,,43071,tcp,54,host-4369
91.66.13.164,10.50.0.201,1,2026-08-08T00:32:59.574256,l.nguyen,22,tcp,171,host-2890
80.174.75.10,10.50.3.14,0,2026-08-09T09:00:41.895088,rpatel,443,tcp,3885,host-8813
80.202.7.158,10.50.0.219,0,2026-08-10T18:49:54.121197,rpatel,80,tcp,2423,host-1868
80.19.132.186,10.50.4.233,0,2026-08-08T15:20:26.427383,rpatel,443,tcp,3301,host-8379
114.239.49.189,10.50.0.168,0,2026-08-08T12:02:56.015398,,15353,udp,0,host-4590
23.210.213.133,10.50.3.183,0,2026-08-11T17:35:11.311241,mgarcia,3389,tcp,749,host-6988
23.255.167.175,10.50.4.222,0,2026-08-14T10:34:57.510756,amartin,3389,tcp,1066,host-8168
121.149.131.127,10.50.5.170,1,2026-08-08T05:54:01.810590,user8107,22,tcp,240,host-2754
41.166.4.197,10.50.3.17,0,2026-08-09T01:16:48.866631,wchen,443,tcp,59249,host-2866
90.134.175.140,10.50.0.123,0,2026-08-08T19:03:34.404050,n.dubois,3389,tcp,247,host-1377
90.78.50.198,10.50.1.212,0,2026-08-10T16:05:46.156848,amartin,3389,tcp,1606,host-4932
90.85.62.12,10.50.4.14,0,2026-08-10T14:54:51.322804,k.oconnor,443,tcp,3432,host-5924
90.192.236.45,10.50.2.109,0,2026-08-12T08:51:07.704299,amartin,80,tcp,1635,host-2023
126.45.2.102,10.50.0.130,0,2026-08-11T08:51:53.401359,rpatel,3389,tcp,560,host-7043
133.200.151.65,10.50.1.15,0,2026-08-08T15:32:27.928282,wchen,443,tcp,3292,host-3220
45.243.40.45,10.50.1.108,0,2026-08-12T11:04:02.695305,wchen,22,tcp,2357,host-7231
41.105.218.211,10.50.2.84,0,2026-08-08T13:29:35.186066,,43131,udp,53,host-5160
178.254.230.199,10.50.3.110,1,2026-08-08T02:20:33.772551,l.nguyen,22,tcp,297,host-9107
121.149.131.127,10.50.0.2,1,2026-08-08T05:55:42.632714,user9329,22,tcp,242,host-9824
133.77.101.46,10.50.3.85,0,2026-08-13T15:13:19.282627,priya.n,443,tcp,2023,host-1838
202.0.136.41,10.50.1.239,0,2026-08-08T11:32:45.828960,priya.n,3389,tcp,2514,host-9254
117.163.153.249,10.50.4.100,0,2026-08-09T17:31:58.851051,t.muller,22,tcp,3305,host-1701
114.239.49.189,10.50.0.168,0,2026-08-08T12:03:00.299482,,15332,tcp,54,host-6759
41.105.218.211,10.50.2.84,0,2026-08-08T13:29:28.458958,,43120,tcp,58,host-5055
103.111.228.47,10.50.1.217,0,2026-08-09T08:49:21.439418,dsingh,80,tcp,1926,host-7555
117.99.84.120,10.50.2.4,0,2026-08-09T16:12:55.416970,dsingh,443,tcp,1149,host-5702
114.212.60.136,10.50.4.108,1,2026-08-08T08:28:50.654344,user3145,22,tcp,179,host-8699
90.36.82.49,10.50.2.149,0,2026-08-12T14:18:35.794153,l.nguyen,3389,tcp,437,host-8594
202.34.178.170,10.50.3.6,0,2026-08-12T17:21:39.980259,jsmith,22,tcp,1937,host-6882
41.105.218.211,10.50.2.84,0,2026-08-08T13:29:25.616225,,43052,tcp,22,host-3232
114.239.49.189,10.50.0.168,0,2026-08-08T12:02:49.649518,,15336,udp,35,host-4038
41.105.218.211,10.50.2.84,0,2026-08-08T13:29:31.110995,,43082,tcp,28,host-1455
91.66.13.164,10.50.5.207,1,2026-08-08T00:31:24.240803,l.nguyen,22,tcp,120,host-7881
90.86.198.209,10.50.1.66,0,2026-08-09T11:44:21.571834,priya.n,443,tcp,3501,host-4289
142.162.239.38,10.50.2.232,0,2026-08-09T09:41:02.568228,priya.n,80,tcp,3828,host-4504
104.118.112.81,10.50.0.90,0,2026-08-09T15:35:35.704820,k.oconnor,3389,tcp,1481,host-7140
121.149.131.127,10.50.4.113,1,2026-08-08T05:55:08.175495,user6006,22,tcp,264,host-6786
133.234.185.20,10.50.2.86,0,2026-08-08T11:56:42.585654,dsingh,443,tcp,365,host-9109
90.220.162.106,10.50.5.120,0,2026-08-13T15:14:52.938501,wchen,80,tcp,1733,host-8083
103.123.144.53,10.50.3.72,0,2026-08-14T08:02:27.712486,rpatel,80,tcp,1737,host-8752
81.129.109.79,10.50.3.234,0,2026-08-12T15:55:11.582892,dsingh,3389,tcp,2279,host-3982
114.212.60.136,10.50.3.97,1,2026-08-08T08:29:18.281442,user7303,22,tcp,204,host-6078
3.43.238.157,10.50.2.195,0,2026-08-10T16:25:05.055916,priya.n,443,tcp,3480,host-6836
121.149.131.127,10.50.3.195,1,2026-08-08T05:55:52.508712,user9135,22,tcp,252,host-9037
90.9.11.249,10.50.5.90,0,2026-08-12T13:22:38.267674,t.muller,80,tcp,3482,host-2813
114.239.49.189,10.50.0.168,0,2026-08-08T12:03:02.729255,,15361,tcp,26,host-8978
202.64.162.49,10.50.0.91,0,2026-08-12T18:42:37.060419,amartin,22,tcp,1180,host-5485
81.2.68.199,10.50.3.232,0,2026-08-08T11:40:41.509222,k.oconnor,443,tcp,3399,host-3730
202.44.240.56,10.50.5.150,0,2026-08-12T17:42:48.667384,rpatel,80,tcp,2873,host-8988
114.212.60.136,10.50.1.144,1,2026-08-08T08:30:22.738304,user2748,22,tcp,162,host-9150
114.239.49.189,10.50.0.168,0,2026-08-08T12:03:11.076515,,15335,tcp,19,host-2649
103.130.136.11,10.50.3.125,0,2026-08-13T08:26:20.114396,t.muller,3389,tcp,3510,host-3344
133.220.141.56,10.50.0.97,1,2026-08-14T18:18:16.548679,mgarcia,3389,tcp,1200,host-3911
3.92.34.122,10.50.4.5,0,2026-08-12T14:52:45.321797,dsingh,443,tcp,3045,host-3201
23.127.126.178,10.50.1.4,0,2026-08-12T08:31:45.661605,l.nguyen,443,tcp,1539,host-7483
90.237.227.130,10.50.4.196,0,2026-08-08T13:55:46.466309,jsmith,443,tcp,521,host-8452
178.254.230.199,10.50.3.248,1,2026-08-08T02:21:40.093169,l.nguyen,22,tcp,253,host-6890
90.209.69.50,10.50.4.124,0,2026-08-11T13:34:12.679890,amartin,3389,tcp,3740,host-3363
90.95.71.56,10.50.2.26,0,2026-08-11T17:44:11.146912,amartin,443,tcp,1949,host-7510
117.151.185.89,10.50.2.195,0,2026-08-09T14:38:48.351130,e.rossi,443,tcp,3424,host-7179
121.149.131.127,10.50.0.108,1,2026-08-08T05:55:14.100454,user1894,22,tcp,229,host-1378
121.149.131.127,10.50.2.120,1,2026-08-08T05:55:06.038226,user1506,22,tcp,167,host-2756
121.149.131.127,10.50.1.21,1,2026-08-08T05:55:03.128751,user3563,22,tcp,96,host-4000
23.81.244.163,10.50.3.102,0,2026-08-13T11:58:31.373042,amartin,80,tcp,403,host-7676
104.38.32.228,10.50.3.69,0,2026-08-10T14:08:24.659499,dsingh,80,tcp,3907,host-5599
81.124.204.228,10.50.2.64,0,2026-08-14T14:56:13.421361,rpatel,3389,tcp,2136,host-6293
126.77.150.83,10.50.0.82,0,2026-08-14T12:19:33.958411,dsingh,22,tcp,1558,host-2647
203.198.70.79,10.50.4.115,0,2026-08-08T17:11:28.803937,t.muller,443,tcp,3439,host-7051
81.128.239.97,10.50.4.44,0,2026-08-08T09:53:16.544466,priya.n,22,tcp,1851,host-8340
114.239.49.189,10.50.0.168,0,2026-08-08T12:02:58.199715,,15337,udp,22,host-9829
114.212.60.136,10.50.4.82,1,2026-08-08T08:29:13.818457,user6602,22,tcp,105,host-9593
81.231.210.208,10.50.2.242,0,2026-08-11T10:10:41.758445,jsmith,80,tcp,2038,host-6995
121.149.131.127,10.50.2.79,1,2026-08-08T05:55:32.615341,user4750,22,tcp,157,host-7753
121.149.131.127,10.50.1.198,1,2026-08-08T05:53:14.317221,user5677,22,tcp,168,host-9281
41.105.218.211,10.50.2.84,0,2026-08-08T13:29:56.221295,,43090,tcp,7,host-3583
202.77.169.21,10.50.4.40,0,2026-08-14T16:05:58.286923,amartin,3389,tcp,2651,host-1905
103.61.51.229,10.50.1.98,0,2026-08-10T13:40:27.579007,n.dubois,22,tcp,3819,host-1118
41.105.218.211,10.50.2.84,0,2026-08-08T13:29:30.308719,,43074,udp,18,host-3750
81.95.29.8,10.50.4.193,0,2026-08-12T08:13:30.163136,rpatel,22,tcp,1422,host-4064
103.163.41.71,10.50.1.241,0,2026-08-08T08:53:51.084940,l.nguyen,22,tcp,520,host-9480
103.185.126.163,10.50.2.73,1,2026-08-08T11:29:46.483544,rpatel,80,tcp,2107,host-9639
80.111.63.238,10.50.1.32,0,2026-08-09T11:21:27.604773,rpatel,3389,tcp,371,host-4722
90.48.160.145,10.50.2.109,0,2026-08-10T11:01:15.189847,mgarcia,3389,tcp,1738,host-5225
202.83.167.23,10.50.5.126,0,2026-08-09T17:08:09.205931,rpatel,80,tcp,3885,host-8227
91.66.13.164,10.50.5.54,1,2026-08-08T00:32:21.413130,l.nguyen,22,tcp,156,host-3313
80.88.10.24,10.50.1.232,0,2026-08-09T10:15:26.671132,t.muller,22,tcp,1949,host-5113
91.66.13.164,10.50.3.100,1,2026-08-08T00:33:33.857424,l.nguyen,22,tcp,231,host-3884
142.59.110.112,10.50.2.129,0,2026-08-09T13:01:30.823189,n.dubois,22,tcp,3149,host-1772
90.168.148.120,10.50.3.208,0,2026-08-09T12:27:02.289190,n.dubois,80,tcp,1806,host-3165
104.38.200.22,10.50.5.79,0,2026-08-14T08:32:26.032752,priya.n,3389,tcp,2272,host-5267
203.232.20.111,10.50.2.100,0,2026-08-11T09:53:06.901527,amartin,80,tcp,3215,host-9998
202.119.186.106,10.50.2.248,0,2026-08-13T12:54:45.390562,rpatel,80,tcp,909,host-1222
203.43.189.104,10.50.3.98,0,2026-08-13T16:02:37.672249,t.muller,80,tcp,1742,host-1067
114.212.60.136,10.50.1.50,1,2026-08-08T08:29:52.564682,user5201,22,tcp,229,host-3212
91.66.13.164,10.50.4.241,1,2026-08-08T00:35:02.310969,l.nguyen,22,tcp,166,host-1831
114.239.49.189,10.50.0.168,0,2026-08-08T12:03:04.011484,,15340,tcp,45,host-3973
41.105.218.211,10.50.2.84,0,2026-08-08T13:29:37.768209,,43124,tcp,21,host-9170
114.239.49.189,10.50.0.168,0,2026-08-08T12:03:08.115679,,15313,udp,2,host-2591
81.242.128.27,10.50.5.253,0,2026-08-11T17:45:04.851213,n.dubois,3389,tcp,3745,host-1514
64.186.111.153,10.50.0.48,0,2026-08-13T12:04:01.077173,rpatel,80,tcp,1410,host-9742
117.47.163.180,10.50.5.53,0,2026-08-11T17:18:33.885162,l.nguyen,22,tcp,3571,host-8763
41.105.218.211,10.50.2.84,0,2026-08-08T13:29:35.831980,,43057,tcp,26,host-4825
90.28.205.160,10.50.3.54,0,2026-08-09T18:43:39.642841,k.oconnor,80,tcp,2884,host-3119
133.223.109.169,10.50.0.97,0,2026-08-12T09:22:04.654337,dsingh,443,tcp,347,host-6073
117.180.157.187,10.50.2.220,0,2026-08-13T09:31:11.940863,wchen,80,tcp,237,host-5091
114.239.49.189,10.50.0.168,0,2026-08-08T12:02:52.300627,,15306,udp,12,host-4257
121.149.131.127,10.50.3.112,1,2026-08-08T05:54:49.864419,user6818,22,tcp,208,host-4821
114.212.60.136,10.50.2.28,1,2026-08-08T08:30:33.156550,user2025,22,tcp,194,host-7728
178.254.230.199,10.50.4.179,1,2026-08-08T02:21:49.851514,l.nguyen,22,tcp,282,host-2381
81.45.217.202,10.50.0.239,0,2026-08-13T12:07:30.796644,dsingh,3389,tcp,2852,host-4062
81.100.107.19,10.50.0.140,0,2026-08-10T09:06:37.264009,wchen,443,tcp,301,host-7653
114.212.60.136,10.50.3.117,1,2026-08-08T08:30:20.453746,user7267,22,tcp,262,host-2051
3.1.122.190,10.50.3.66,0,2026-08-10T16:15:54.728097,wchen,443,tcp,2437,host-5078
202.203.154.0,10.50.0.80,0,2026-08-14T12:08:41.760467,k.oconnor,80,tcp,3838,host-1782
133.35.1.133,10.50.5.236,0,2026-08-12T10:52:04.124848,t.muller,3389,tcp,2808,host-4587
41.166.4.197,10.50.3.17,0,2026-08-09T00:58:22.412928,rpatel,443,tcp,93790,host-6684
41.105.218.211,10.50.2.84,0,2026-08-08T13:29:27.409307,,43092,udp,7,host-6562
91.66.13.164,10.50.3.233,1,2026-08-08T00:31:20.516743,l.nguyen,22,tcp,149,host-2527
126.19.85.38,10.50.3.152,0,2026-08-13T14:13:56.855316,rpatel,80,tcp,1260,host-9134
121.149.131.127,10.50.2.44,1,2026-08-08T05:54:08.504780,user1163,22,tcp,222,host-1286
90.41.166.90,10.50.2.131,0,2026-08-12T09:55:50.687668,jsmith,22,tcp,1464,host-4948
126.251.52.171,10.50.4.127,0,2026-08-12T08:53:47.899270,mgarcia,3389,tcp,248,host-5925
104.163.8.137,10.50.3.242,0,2026-08-08T18:31:43.236572,jsmith,80,tcp,2411,host-4617
41.105.218.211,10.50.2.84,0,2026-08-08T13:29:38.044671,,43112,udp,64,host-4271
23.81.95.66,10.50.1.41,0,2026-08-08T13:36:06.551730,rpatel,3389,tcp,1509,host-8947
80.244.41.11,10.50.1.47,0,2026-08-10T09:25:11.413937,k.oconnor,80,tcp,1192,host-9498
90.86.215.134,10.50.3.58,0,2026-08-08T15:32:47.026252,k.oconnor,443,tcp,680,host-3845
91.66.13.164,10.50.0.11,1,2026-08-08T00:31:52.754491,l.nguyen,22,tcp,168,host-6611
202.166.101.224,10.50.1.155,0,2026-08-11T16:01:49.246012,wchen,80,tcp,3109,host-9511
103.176.89.124,10.50.5.192,1,2026-08-14T16:35:55.824362,n.dubois,3389,tcp,2157,host-2316
81.161.90.239,10.50.0.244,0,2026-08-11T13:10:45.234481,priya.n,3389,tcp,1947,host-2002
114.212.60.136,10.50.2.213,1,2026-08-08T08:30:35.441276,user7606,22,tcp,188,host-7973
81.203.254.30,10.50.2.61,0,2026-08-13T13:50:17.571075,jsmith,443,tcp,2771,host-3959
121.149.131.127,10.50.5.223,1,2026-08-08T05:53:48.519664,user5915,22,tcp,289,host-7027
91.66.13.164,10.50.2.73,1,2026-08-08T00:31:42.392026,l.nguyen,22,tcp,93,host-2030
126.228.81.114,10.50.4.109,0,2026-08-08T17:51:25.834238,n.dubois,443,tcp,3867,host-6951
117.110.46.230,10.50.1.81,0,2026-08-12T12:00:14.502220,priya.n,443,tcp,3456,host-1990
90.151.172.25,10.50.4.184,0,2026-08-12T09:06:31.681745,priya.n,80,tcp,2941,host-1847
36.202.131.36,10.50.1.23,0,2026-08-08T22:49:11.166336,t.muller,443,tcp,62918,host-3225
133.122.99.55,10.50.4.52,0,2026-08-12T12:12:10.078046,jsmith,80,tcp,996,host-2595
178.254.230.199,10.50.1.29,1,2026-08-08T02:21:09.525928,l.nguyen,22,tcp,224,host-5977
121.149.131.127,10.50.3.242,1,2026-08-08T05:53:52.123644,user8045,22,tcp,291,host-1069
142.134.155.20,10.50.3.89,0,2026-08-10T17:46:08.625759,jsmith,3389,tcp,3063,host-2022
114.212.60.136,10.50.4.194,1,2026-08-08T08:30:09.633547,user2214,22,tcp,138,host-4322
126.120.142.72,10.50.4.9,0,2026-08-11T18:29:14.332526,jsmith,443,tcp,941,host-2842
81.210.235.104,10.50.0.103,0,2026-08-14T16:49:31.887366,k.oconnor,443,tcp,1329,host-9797
41.105.218.211,10.50.2.84,0,2026-08-08T13:30:03.197060,,43135,tcp,45,host-4002
126.169.234.101,10.50.0.219,0,2026-08-12T16:56:19.288021,jsmith,3389,tcp,1361,host-3089
90.148.97.157,10.50.5.128,0,2026-08-14T10:01:12.407413,t.muller,22,tcp,2359,host-4648
91.66.13.164,10.50.1.96,1,2026-08-08T00:36:30.367893,l.nguyen,22,tcp,208,host-2559
178.254.230.199,10.50.3.237,1,2026-08-08T02:20:30.830203,l.nguyen,22,tcp,202,host-8909
80.222.250.112,10.50.3.216,0,2026-08-08T16:14:14.037364,t.muller,80,tcp,486,host-5211
41.105.218.211,10.50.2.84,0,2026-08-08T13:29:27.032505,,43073,tcp,31,host-1883
114.212.60.136,10.50.2.4,1,2026-08-08T08:28:15.500638,user9204,22,tcp,110,host-8935
3.107.26.207,10.50.2.154,0,2026-08-14T11:52:41.099685,k.oconnor,3389,tcp,3245,host-3381
114.212.60.136,10.50.1.96,1,2026-08-08T08:28:31.853709,user4753,22,tcp,233,host-8030
41.105.218.211,10.50.2.84,0,2026-08-08T13:29:25.459826,,43060,udp,59,host-1877
121.149.131.127,10.50.4.101,1,2026-08-08T05:54:11.900081,user2487,22,tcp,229,host-9492
142.31.218.247,10.50.3.23,0,2026-08-14T08:43:36.262915,amartin,3389,tcp,282,host-5815
90.141.241.64,10.50.2.223,0,2026-08-12T16:17:08.204091,amartin,80,tcp,2845,host-5095
90.13.220.34,10.50.5.106,0,2026-08-13T16:58:45.313100,dsingh,80,tcp,2671,host-5515
114.212.60.136,10.50.4.120,1,2026-08-08T08:27:50.198574,user9745,22,tcp,165,host-8525
114.239.49.189,10.50.0.168,0,2026-08-08T12:03:08.663044,,15333,udp,23,host-6418
178.254.230.199,10.50.0.232,1,2026-08-08T02:23:03.326652,l.nguyen,22,tcp,196,host-9671
114.212.60.136,10.50.5.20,1,2026-08-08T08:30:00.005279,user3031,22,tcp,277,host-2669
81.28.229.128,10.50.5.161,0,2026-08-10T15:28:27.455755,jsmith,443,tcp,2823,host-1812
91.66.13.164,10.50.3.47,1,2026-08-08T00:31:40.170569,l.nguyen,22,tcp,197,host-7235
133.250.94.111,10.50.2.150,0,2026-08-10T16:55:19.768889,priya.n,22,tcp,896,host-8067
114.212.60.136,10.50.5.103,1,2026-08-08T08:30:39.215521,user1335,22,tcp,215,host-7414
41.105.218.211,10.50.2.84,0,2026-08-08T13:29:28.223865,,43126,udp,2,host-2027
3.248.202.33,10.50.1.168,0,2026-08-09T14:22:40.855808,wchen,443,tcp,2384,host-2410
91.66.13.164,10.50.4.204,1,2026-08-08T00:30:40.741852,l.nguyen,22,tcp,241,host-3789
117.107.166.205,10.50.1.56,0,2026-08-11T18:29:52.196846,n.dubois,22,tcp,1119,host-7977
114.239.49.189,10.50.0.168,0,2026-08-08T12:02:51.650988,,15334,udp,16,host-3281
117.91.167.152,10.50.1.50,0,2026-08-11T15:46:11.522174,n.dubois,3389,tcp,2654,host-4863
104.150.92.29,10.50.0.73,0,2026-08-08T11:23:45.573442,priya.n,80,tcp,3675,host-6601
203.111.58.218,10.50.1.99,1,2026-08-12T08:41:38.343778,l.nguyen,443,tcp,1331,host-4802
23.68.161.201,10.50.4.93,0,2026-08-11T13:17:39.436379,l.nguyen,80,tcp,3057,host-8857
203.112.62.41,10.50.2.69,0,2026-08-14T10:35:30.710095,rpatel,3389,tcp,375,host-3521
90.94.181.98,10.50.0.156,0,2026-08-11T18:04:35.364942,l.nguyen,443,tcp,985,host-8704
117.57.155.109,10.50.1.81,0,2026-08-08T16:43:27.507911,e.rossi,80,tcp,1593,host-2401
203.54.216.69,10.50.1.228,0,2026-08-10T18:46:01.297826,wchen,443,tcp,3227,host-2506
121.149.131.127,10.50.5.230,1,2026-08-08T05:53:34.759752,user3515,22,tcp,94,host-7383
23.136.51.237,10.50.2.158,0,2026-08-09T15:09:01.592891,rpatel,22,tcp,2195,host-9952
23.101.193.199,10.50.4.62,0,2026-08-08T08:44:54.665269,t.muller,80,tcp,900,host-9607
104.183.96.35,10.50.0.71,0,2026-08-13T16:15:40.709645,l.nguyen,80,tcp,3950,host-6860
114.212.60.136,10.50.0.45,1,2026-08-08T08:27:55.830609,user5073,22,tcp,140,host-6503
103.7.117.139,10.50.0.54,0,2026-08-08T14:04:52.636826,l.nguyen,443,tcp,2008,host-2191
41.105.218.211,10.50.2.84,0,2026-08-08T13:29:30.172492,,43095,udp,47,host-4953
41.105.218.211,10.50.2.84,0,2026-08-08T13:29:29.126475,,43104,tcp,48,host-2717
121.149.131.127,10.50.2.87,1,2026-08-08T05:55:11.938923,user6006,22,tcp,149,host-2670
64.113.178.50,10.50.3.249,0,2026-08-12T10:32:41.622082,wchen,443,tcp,1665,host-9494
103.195.116.68,10.50.2.112,0,2026-08-14T09:06:33.603969,e.rossi,22,tcp,3481,host-4980
114.239.49.189,10.50.0.168,0,2026-08-08T12:02:56.343276,,15323,tcp,34,host-4474
41.105.218.211,10.50.2.84,0,2026-08-08T13:29:59.503092,,43079,tcp,9,host-8577
126.148.195.53,10.50.1.141,0,2026-08-12T17:25:17.244740,l.nguyen,22,tcp,2186,host-5519
81.205.59.28,10.50.2.204,0,2026-08-14T15:12:09.104323,e.rossi,22,tcp,1119,host-3749
81.251.60.24,10.50.1.189,0,2026-08-13T13:54:46.321023,k.oconnor,443,tcp,1685,host-9858
178.254.230.199,10.50.3.134,1,2026-08-08T02:21:05.207576,l.nguyen,22,tcp,113,host-6376
126.58.165.127,10.50.5.235,0,2026-08-13T08:17:15.890429,wchen,3389,tcp,1484,host-9888
133.154.94.49,10.50.5.71,0,2026-08-12T11:37:17.836614,wchen,3389,tcp,1594,host-1924
203.0.109.56,10.50.0.87,0,2026-08-11T08:50:24.117990,amartin,3389,tcp,3566,host-4447
202.250.220.71,10.50.3.27,0,2026-08-08T13:19:15.134554,dsingh,3389,tcp,3228,host-6658
114.212.60.136,10.50.4.84,1,2026-08-08T08:28:19.487217,user9204,22,tcp,125,host-4139
81.55.160.146,10.50.1.56,0,2026-08-12T12:06:21.502894,dsingh,80,tcp,3161,host-3706
121.149.131.127,10.50.5.7,1,2026-08-08T05:55:35.142202,user4750,22,tcp,100,host-5266
117.61.205.112,10.50.2.87,0,2026-08-13T13:45:13.690432,priya.n,443,tcp,501,host-4018
114.239.49.189,10.50.0.168,0,2026-08-08T12:02:52.420028,,15358,udp,26,host-7439
81.48.137.133,10.50.0.135,0,2026-08-09T15:12:54.663028,rpatel,80,tcp,3389,host-2754
104.173.184.75,10.50.3.95,0,2026-08-14T14:11:32.988139,wchen,443,tcp,2504,host-7316
121.149.131.127,10.50.4.210,1,2026-08-08T05:54:36.825297,user8349,22,tcp,135,host-2093
133.115.193.93,10.50.2.75,0,2026-08-12T16:12:03.329548,dsingh,22,tcp,851,host-2968
80.113.218.17,10.50.3.152,0,2026-08-14T18:52:48.949533,jsmith,80,tcp,3104,host-7350
41.105.218.211,10.50.2.84,0,2026-08-08T13:29:40.155384,,43133,udp,1,host-6822
80.202.218.96,10.50.0.25,0,2026-08-12T18:24:29.033572,n.dubois,22,tcp,1432,host-4073
103.233.146.145,10.50.1.161,0,2026-08-10T16:43:40.004253,e.rossi,3389,tcp,3719,host-9501
3.39.229.156,10.50.1.4,0,2026-08-11T13:14:17.559598,n.dubois,443,tcp,1610,host-9232
114.212.60.136,10.50.3.218,1,2026-08-08T08:27:36.097165,user6048,22,tcp,226,host-6617
91.66.13.164,10.50.5.33,1,2026-08-08T00:37:27.887047,l.nguyen,22,tcp,260,host-9535
114.239.49.189,10.50.0.168,0,2026-08-08T12:02:54.960356,,15326,tcp,63,host-5886
133.162.101.122,10.50.2.30,0,2026-08-13T13:33:44.768245,wchen,22,tcp,1440,host-5344
104.92.147.241,10.50.2.154,0,2026-08-10T13:43:11.813564,k.oconnor,3389,tcp,1098,host-1285
41.105.218.211,10.50.2.84,0,2026-08-08T13:29:26.488740,,43122,udp,9,host-2560
133.119.37.133,10.50.3.189,0,2026-08-08T11:49:48.068170,l.nguyen,443,tcp,1664,host-2596
114.212.60.136,10.50.2.158,1,2026-08-08T08:30:02.198546,user1386,22,tcp,203,host-7402
91.66.13.164,10.50.4.186,1,2026-08-08T00:33:32.291525,l.nguyen,22,tcp,228,host-9651
80.34.206.219,10.50.3.200,0,2026-08-10T13:29:45.377612,k.oconnor,3389,tcp,2551,host-6749
126.143.170.240,10.50.0.108,0,2026-08-08T12:19:33.344009,amartin,80,tcp,879,host-5767
103.218.66.143,10.50.1.199,0,2026-08-14T10:06:03.410661,n.dubois,443,tcp,1417,host-3179
202.120.176.224,10.50.3.70,0,2026-08-13T18:38:47.973025,amartin,80,tcp,848,host-4542
41.105.218.211,10.50.2.84,0,2026-08-08T13:29:28.014302,,43055,tcp,53,host-3333
178.254.230.199,10.50.4.137,1,2026-08-08T02:20:58.806959,l.nguyen,22,tcp,293,host-8718
80.144.62.24,10.50.2.177,0,2026-08-11T08:57:06.029555,n.dubois,443,tcp,3538,host-5847
41.166.4.197,10.50.3.17,0,2026-08-09T00:32:28.235775,mgarcia,443,tcp,148723,host-6523
178.254.230.199,10.50.5.71,1,2026-08-08T02:21:15.155584,l.nguyen,22,tcp,264,host-6627
23.208.61.68,10.50.0.206,0,2026-08-11T14:31:31.846538,jsmith,80,tcp,1685,host-6567
142.244.242.123,10.50.2.154,0,2026-08-14T12:38:00.118327,wchen,22,tcp,1189,host-7314
114.212.60.136,10.50.4.40,1,2026-08-08T08:27:41.113606,user7019,22,tcp,141,host-2716
114.239.49.189,10.50.0.168,0,2026-08-08T12:02:49.836628,,15362,tcp,4,host-3847
133.203.130.60,10.50.5.32,0,2026-08-12T15:14:55.445281,amartin,22,tcp,3769,host-6245
41.105.218.211,10.50.2.84,0,2026-08-08T13:29:49.921275,,43059,tcp,62,host-7834
126.221.46.81,10.50.5.185,0,2026-08-11T12:43:55.184710,rpatel,443,tcp,1117,host-3642
91.66.13.164,10.50.1.102,1,2026-08-08T00:32:27.427268,l.nguyen,22,tcp,145,host-7801
3.66.82.50,10.50.5.222,0,2026-08-14T15:37:26.518964,jsmith,443,tcp,507,host-5670
114.239.49.189,10.50.0.168,0,2026-08-08T12:03:09.950777,,15324,tcp,63,host-6152
36.202.131.36,10.50.1.23,0,2026-08-08T22:51:22.483022,wchen,443,tcp,143796,host-8868
114.212.60.136,10.50.3.4,1,2026-08-08T08:30:57.704427,user3777,22,tcp,100,host-8970
203.116.165.255,10.50.1.117,0,2026-08-08T17:18:32.335835,rpatel,443,tcp,1382,host-7495
